,0,1,2,3,4,5,6,7,8,9
0,0.32673267326732675,0.0594059405940594,0.04455445544554455,0.0297029702970297,0.009900990099009901,0.019801980198019802,0.034653465346534656,0.034653465346534656,0.01485148514851485,0.42574257425742573
1,0.3631578947368421,0.1,0.03684210526315789,0.021052631578947368,0.02631578947368421,0.03684210526315789,0.015789473684210527,0.005263157894736842,0.010526315789473684,0.38421052631578945
2,0.2995169082125604,0.06280193236714976,0.01932367149758454,0.014492753623188406,0.014492753623188406,0.0,0.004830917874396135,0.00966183574879227,0.014492753623188406,0.5603864734299517
3,0.3148936170212766,0.09361702127659574,0.0425531914893617,0.03829787234042553,0.05106382978723404,0.02553191489361702,0.029787234042553193,0.02553191489361702,0.01702127659574468,0.3617021276595745
4,0.32456140350877194,0.06578947368421052,0.039473684210526314,0.03070175438596491,0.03508771929824561,0.013157894736842105,0.013157894736842105,0.03070175438596491,0.039473684210526314,0.40789473684210525
5,0.34673366834170855,0.06532663316582915,0.04020100502512563,0.05527638190954774,0.02512562814070352,0.020100502512562814,0.005025125628140704,0.01507537688442211,0.01507537688442211,0.4120603015075377
6,0.3286384976525822,0.06572769953051644,0.046948356807511735,0.023474178403755867,0.023474178403755867,0.018779342723004695,0.014084507042253521,0.009389671361502348,0.004694835680751174,0.4647887323943662
7,0.35714285714285715,0.054945054945054944,0.027472527472527472,0.0,0.02197802197802198,0.027472527472527472,0.03296703296703297,0.01098901098901099,0.005494505494505495,0.46153846153846156
8,0.3669724770642202,0.06880733944954129,0.05504587155963303,0.03669724770642202,0.022935779816513763,0.022935779816513763,0.009174311926605505,0.022935779816513763,0.022935779816513763,0.37155963302752293
9,0.3333333333333333,0.06306306306306306,0.06306306306306306,0.04954954954954955,0.02702702702702703,0.013513513513513514,0.03153153153153153,0.013513513513513514,0.009009009009009009,0.3963963963963964
10,0.26066350710900477,0.09004739336492891,0.052132701421800945,0.037914691943127965,0.037914691943127965,0.009478672985781991,0.03317535545023697,0.009478672985781991,0.018957345971563982,0.45023696682464454
11,0.2488479262672811,0.07834101382488479,0.05069124423963134,0.055299539170506916,0.018433179723502304,0.013824884792626729,0.013824884792626729,0.018433179723502304,0.018433179723502304,0.4838709677419355
12,0.3696682464454976,0.06635071090047394,0.04739336492890995,0.04265402843601896,0.037914691943127965,0.018957345971563982,0.014218009478672985,0.02843601895734597,0.023696682464454975,0.35071090047393366
13,0.33783783783783783,0.07432432432432433,0.033783783783783786,0.02702702702702703,0.02027027027027027,0.013513513513513514,0.02702702702702703,0.013513513513513514,0.006756756756756757,0.44594594594594594
14,0.2540983606557377,0.06967213114754098,0.06147540983606557,0.05327868852459016,0.036885245901639344,0.020491803278688523,0.020491803278688523,0.03278688524590164,0.036885245901639344,0.4139344262295082
15,0.2912621359223301,0.08737864077669903,0.043689320388349516,0.024271844660194174,0.009708737864077669,0.024271844660194174,0.019417475728155338,0.02912621359223301,0.03398058252427184,0.4368932038834951
16,0.30855018587360594,0.06691449814126393,0.03345724907063197,0.02973977695167286,0.022304832713754646,0.007434944237918215,0.011152416356877323,0.011152416356877323,0.01858736059479554,0.49070631970260226
17,0.32222222222222224,0.06666666666666667,0.05,0.044444444444444446,0.027777777777777776,0.011111111111111112,0.016666666666666666,0.027777777777777776,0.027777777777777776,0.40555555555555556
